Round,Date,Team 1,FT,Team 2
33,Fri Feb 25 2000,Chester FC,1-7,Brighton & Hove Albion FC
33,Fri Feb 25 2000,Carlisle United FC,1-1,Shrewsbury Town FC
33,Fri Feb 25 2000,Cheltenham Town FC,2-1,Peterborough United FC
34,Thu Mar 2 2000,Southend United FC,1-0,Macclesfield Town FC
34,Fri Mar 3 2000,Shrewsbury Town FC,0-2,Cheltenham Town FC
34,Fri Mar 3 2000,Rotherham United FC,1-1,Plymouth Argyle FC
34,Fri Mar 3 2000,Peterborough United FC,2-0,York City FC
34,Fri Mar 3 2000,Lincoln City FC,5-0,Carlisle United FC
34,Fri Mar 3 2000,Leyton Orient FC,1-3,Mansfield Town FC
34,Fri Mar 3 2000,Hull City AFC,0-0,Torquay United FC
34,Fri Mar 3 2000,Hartlepool United FC,2-1,Northampton Town FC
34,Fri Mar 3 2000,Exeter City FC,0-2,Chester FC
34,Fri Mar 3 2000,Darlington FC,4-1,Rochdale AFC
34,Fri Mar 3 2000,Barnet FC,0-1,Swansea City FC
34,Fri Mar 3 2000,Brighton & Hove Albion FC,2-1,FC Halifax Town
35,Mon Mar 6 2000,Southend United FC,1-2,Exeter City FC
35,Mon Mar 6 2000,Shrewsbury Town FC,0-1,Peterborough United FC
35,Mon Mar 6 2000,Rotherham United FC,3-0,Hull City AFC
35,Mon Mar 6 2000,Plymouth Argyle FC,0-0,Chester FC
35,Mon Mar 6 2000,Darlington FC,4-0,Barnet FC
35,Mon Mar 6 2000,Macclesfield Town FC,1-1,York City FC
35,Mon Mar 6 2000,Lincoln City FC,3-0,Mansfield Town FC
35,Mon Mar 6 2000,Hartlepool United FC,0-0,Brighton & Hove Albion FC
35,Mon Mar 6 2000,FC Halifax Town,0-1,Swansea City FC
35,Mon Mar 6 2000,Northampton Town FC,2-1,Leyton Orient FC
36,Thu Mar 9 2000,Swansea City FC,4-1,Northampton Town FC
36,Fri Mar 10 2000,Leyton Orient FC,2-1,Darlington FC
36,Fri Mar 10 2000,Torquay United FC,2-1,Rotherham United FC
36,Fri Mar 10 2000,Peterborough United FC,2-2,Lincoln City FC
36,Fri Mar 10 2000,Barnet FC,1-1,Hartlepool United FC
36,Fri Mar 10 2000,York City FC,1-1,Carlisle United FC
36,Fri Mar 10 2000,Hull City AFC,2-2,Rochdale AFC
36,Fri Mar 10 2000,Exeter City FC,1-1,Plymouth Argyle FC
36,Fri Mar 10 2000,Chester FC,0-0,Shrewsbury Town FC
36,Fri Mar 10 2000,Cheltenham Town FC,3-0,FC Halifax Town
36,Fri Mar 10 2000,Brighton & Hove Albion FC,1-0,Southend United FC
36,Fri Mar 10 2000,Mansfield Town FC,1-0,Macclesfield Town FC
21,Mon Mar 13 2000,Plymouth Argyle FC,1-1,Lincoln City FC
22,Mon Mar 13 2000,Torquay United FC,1-1,Cheltenham Town FC
37,Thu Mar 16 2000,Rotherham United FC,2-3,Mansfield Town FC
37,Fri Mar 17 2000,Plymouth Argyle FC,1-0,Cheltenham Town FC
37,Fri Mar 17 2000,Shrewsbury Town FC,0-1,York City FC
37,Fri Mar 17 2000,Rochdale AFC,1-4,Leyton Orient FC
37,Fri Mar 17 2000,Southend United FC,3-1,Chester FC
37,Fri Mar 17 2000,Northampton Town FC,2-1,Exeter City FC
37,Fri Mar 17 2000,Macclesfield Town FC,1-1,Peterborough United FC
37,Fri Mar 17 2000,Lincoln City FC,1-3,Brighton & Hove Albion FC
37,Fri Mar 17 2000,Hartlepool United FC,2-0,Torquay United FC
37,Fri Mar 17 2000,FC Halifax Town,0-1,Hull City AFC
37,Fri Mar 17 2000,Carlisle United FC,3-1,Barnet FC
37,Fri Mar 17 2000,Darlington FC,1-1,Swansea City FC
38,Mon Mar 20 2000,York City FC,2-0,Lincoln City FC
38,Mon Mar 20 2000,Torquay United FC,1-0,Darlington FC
38,Mon Mar 20 2000,Swansea City FC,1-1,Shrewsbury Town FC
38,Mon Mar 20 2000,Peterborough United FC,0-2,Carlisle United FC
38,Mon Mar 20 2000,Barnet FC,1-0,Plymouth Argyle FC
38,Mon Mar 20 2000,Hull City AFC,0-0,Southend United FC
38,Mon Mar 20 2000,Exeter City FC,1-0,FC Halifax Town
38,Mon Mar 20 2000,Chester FC,1-1,Hartlepool United FC
38,Mon Mar 20 2000,Cheltenham Town FC,2-1,Northampton Town FC
38,Mon Mar 20 2000,Brighton & Hove Albion FC,5-2,Macclesfield Town FC
38,Mon Mar 20 2000,Leyton Orient FC,0-1,Rotherham United FC
39,Fri Mar 24 2000,York City FC,2-1,Hartlepool United FC
39,Fri Mar 24 2000,Torquay United FC,0-4,Plymouth Argyle FC
39,Fri Mar 24 2000,Swansea City FC,0-0,Leyton Orient FC
39,Fri Mar 24 2000,Rotherham United FC,1-1,Peterborough United FC
39,Fri Mar 24 2000,Rochdale AFC,3-2,Carlisle United FC
39,Fri Mar 24 2000,Northampton Town FC,2-0,Southend United FC
39,Fri Mar 24 2000,Macclesfield Town FC,4-2,Shrewsbury Town FC
39,Fri Mar 24 2000,Barnet FC,0-1,Brighton & Hove Albion FC
39,Fri Mar 24 2000,Hull City AFC,0-1,Darlington FC
39,Fri Mar 24 2000,Exeter City FC,1-2,Cheltenham Town FC
39,Fri Mar 24 2000,Chester FC,5-0,Mansfield Town FC
39,Fri Mar 24 2000,Lincoln City FC,1-1,FC Halifax Town
27,Mon Mar 27 2000,Carlisle United FC,2-0,Swansea City FC
38,Mon Mar 27 2000,Mansfield Town FC,0-0,Rochdale AFC
40,Fri Mar 31 2000,Leyton Orient FC,0-0,Macclesfield Town FC
40,Fri Mar 31 2000,Shrewsbury Town FC,1-2,Lincoln City FC
40,Fri Mar 31 2000,Plymouth Argyle FC,2-1,Northampton Town FC
40,Fri Mar 31 2000,Peterborough United FC,3-3,Rochdale AFC
40,Fri Mar 31 2000,Mansfield Town FC,0-1,Barnet FC
40,Fri Mar 31 2000,Southend United FC,0-0,York City FC
40,Fri Mar 31 2000,Hartlepool United FC,2-1,Exeter City FC
40,Fri Mar 31 2000,FC Halifax Town,0-1,Chester FC
40,Fri Mar 31 2000,Darlington FC,2-2,Rotherham United FC
40,Fri Mar 31 2000,Cheltenham Town FC,2-0,Torquay United FC
40,Fri Mar 31 2000,Carlisle United FC,0-4,Hull City AFC
40,Fri Mar 31 2000,Brighton & Hove Albion FC,1-1,Swansea City FC
35,Mon Apr 3 2000,Carlisle United FC,1-1,Cheltenham Town FC
28,Tue Apr 4 2000,Darlington FC,2-2,Shrewsbury Town FC
35,Tue Apr 4 2000,Rochdale AFC,1-1,Torquay United FC
41,Fri Apr 7 2000,Rochdale AFC,0-0,Hartlepool United FC
41,Fri Apr 7 2000,Torquay United FC,4-0,Mansfield Town FC
41,Fri Apr 7 2000,Swansea City FC,0-0,Peterborough United FC
41,Fri Apr 7 2000,Rotherham United FC,0-0,Southend United FC
41,Fri Apr 7 2000,York City FC,0-0,Darlington FC
41,Fri Apr 7 2000,Northampton Town FC,3-4,FC Halifax Town
41,Fri Apr 7 2000,Macclesfield Town FC,4-1,Plymouth Argyle FC
41,Fri Apr 7 2000,Lincoln City FC,1-2,Cheltenham Town FC
41,Fri Apr 7 2000,Hull City AFC,2-0,Leyton Orient FC
41,Fri Apr 7 2000,Exeter City FC,0-0,Brighton & Hove Albion FC
41,Fri Apr 7 2000,Barnet FC,1-1,Shrewsbury Town FC
41,Fri Apr 7 2000,Chester FC,0-1,Carlisle United FC
31,Mon Apr 10 2000,Carlisle United FC,0-1,Northampton Town FC
42,Fri Apr 14 2000,Hartlepool United FC,2-0,Lincoln City FC
42,Fri Apr 14 2000,Plymouth Argyle FC,1-0,Swansea City FC
42,Fri Apr 14 2000,Peterborough United FC,3-1,Exeter City FC
42,Fri Apr 14 2000,Mansfield Town FC,0-1,Hull City AFC
42,Fri Apr 14 2000,Leyton Orient FC,1-2,Chester FC
42,Fri Apr 14 2000,Shrewsbury Town FC,2-4,Rochdale AFC
42,Fri Apr 14 2000,FC Halifax Town,1-2,Barnet FC
42,Fri Apr 14 2000,Darlington FC,0-1,Northampton Town FC
42,Fri Apr 14 2000,Cheltenham Town FC,0-1,York City FC
42,Fri Apr 14 2000,Carlisle United FC,0-1,Macclesfield Town FC
42,Fri Apr 14 2000,Brighton & Hove Albion FC,1-1,Rotherham United FC
22,Mon Apr 17 2000,Rochdale AFC,1-2,Peterborough United FC
43,Thu Apr 20 2000,Northampton Town FC,1-0,Hull City AFC
43,Fri Apr 21 2000,Peterborough United FC,2-1,FC Halifax Town
43,Fri Apr 21 2000,Swansea City FC,2-1,Torquay United FC
43,Fri Apr 21 2000,Shrewsbury Town FC,2-1,Southend United FC
43,Fri Apr 21 2000,Barnet FC,1-0,Rotherham United FC
43,Fri Apr 21 2000,York City FC,0-0,Brighton & Hove Albion FC
43,Fri Apr 21 2000,Macclesfield Town FC,1-1,Chester FC
43,Fri Apr 21 2000,Lincoln City FC,0-0,Leyton Orient FC
43,Fri Apr 21 2000,Hartlepool United FC,1-0,Mansfield Town FC
43,Fri Apr 21 2000,Cheltenham Town FC,0-0,Darlington FC
43,Fri Apr 21 2000,Carlisle United FC,0-0,Exeter City FC
43,Fri Apr 21 2000,Plymouth Argyle FC,1-1,Rochdale AFC
44,Sun Apr 23 2000,Torquay United FC,3-2,Macclesfield Town FC
44,Sun Apr 23 2000,Southend United FC,2-0,Carlisle United FC
44,Sun Apr 23 2000,Rotherham United FC,2-0,Cheltenham Town FC
44,Sun Apr 23 2000,Rochdale AFC,0-3,Northampton Town FC
44,Sun Apr 23 2000,Mansfield Town FC,0-1,Swansea City FC
44,Sun Apr 23 2000,Leyton Orient FC,3-0,Plymouth Argyle FC
44,Sun Apr 23 2000,Chester FC,2-0,York City FC
44,Sun Apr 23 2000,FC Halifax Town,2-1,Shrewsbury Town FC
44,Sun Apr 23 2000,Exeter City FC,3-0,Lincoln City FC
44,Sun Apr 23 2000,Darlington FC,1-1,Hartlepool United FC
44,Sun Apr 23 2000,Hull City AFC,1-3,Barnet FC
44,Tue Apr 25 2000,Brighton & Hove Albion FC,0-0,Peterborough United FC
45,Fri Apr 28 2000,Northampton Town FC,1-0,Mansfield Town FC
45,Fri Apr 28 2000,Swansea City FC,3-0,Exeter City FC
45,Fri Apr 28 2000,Shrewsbury Town FC,1-2,Brighton & Hove Albion FC
45,Fri Apr 28 2000,Plymouth Argyle FC,0-1,Hull City AFC
45,Fri Apr 28 2000,Peterborough United FC,0-2,Torquay United FC
45,Fri Apr 28 2000,York City FC,2-0,FC Halifax Town
45,Fri Apr 28 2000,Macclesfield Town FC,1-2,Rochdale AFC
45,Fri Apr 28 2000,Lincoln City FC,1-0,Southend United FC
45,Fri Apr 28 2000,Hartlepool United FC,1-2,Rotherham United FC
45,Fri Apr 28 2000,Cheltenham Town FC,1-0,Chester FC
45,Fri Apr 28 2000,Carlisle United FC,1-1,Darlington FC
45,Fri Apr 28 2000,Barnet FC,2-2,Leyton Orient FC
42,Mon May 1 2000,Southend United FC,0-2,Torquay United FC
46,Fri May 5 2000,Torquay United FC,1-2,Northampton Town FC
46,Fri May 5 2000,Southend United FC,2-1,Cheltenham Town FC
46,Fri May 5 2000,Rotherham United FC,1-1,Swansea City FC
46,Fri May 5 2000,Rochdale AFC,1-1,Barnet FC
46,Fri May 5 2000,Mansfield Town FC,2-2,Plymouth Argyle FC
46,Fri May 5 2000,Leyton Orient FC,0-0,York City FC
46,Fri May 5 2000,Hull City AFC,0-3,Hartlepool United FC
46,Fri May 5 2000,FC Halifax Town,0-1,Macclesfield Town FC
46,Fri May 5 2000,Exeter City FC,1-2,Shrewsbury Town FC
46,Fri May 5 2000,Darlington FC,2-0,Lincoln City FC
46,Fri May 5 2000,Chester FC,0-1,Peterborough United FC
46,Fri May 5 2000,Brighton & Hove Albion FC,1-0,Carlisle United FC
